concurso,data,d1,d2,d3,d4,d5,d6,ordem_sorteio
1670,2015-01-17,1,17,19,30,33,47,01 33 30 17 47 19
1671,2015-01-21,21,27,31,45,55,56,21 31 56 55 45 27
1672,2015-01-24,1,3,5,10,20,42,20 10 01 05 42 03
1673,2015-01-28,5,10,23,24,35,47,35 10 47 05 24 23
1674,2015-01-31,22,30,42,50,58,59,42 59 30 58 50 22
1675,2015-02-04,3,18,34,35,36,56,36 03 35 56 18 34
1676,2015-02-07,1,2,11,37,48,51,02 01 37 51 48 11
1677,2015-02-11,10,15,28,33,51,52,52 33 15 28 51 10
1678,2015-02-14,9,11,17,19,35,52,35 52 17 19 09 11
1679,2015-02-18,1,2,27,28,46,47,28 02 01 46 27 47
1680,2015-02-21,23,37,38,46,47,51,37 46 47 51 23 38
1681,2015-02-25,1,6,8,11,33,50,01 33 08 11 06 50
1682,2015-02-28,7,13,35,37,39,51,13 39 51 37 35 07
1683,2015-03-04,4,12,32,33,34,48,48 04 12 34 32 33
1684,2015-03-07,9,12,18,31,39,50,09 12 31 50 18 39
1685,2015-03-11,3,18,31,39,46,51,39 46 18 51 31 03
1686,2015-03-14,9,14,37,44,46,55,44 37 09 55 14 46
1687,2015-03-18,15,24,37,46,49,58,15 58 24 37 46 49
1688,2015-03-21,18,23,30,32,42,56,18 23 42 56 32 30
1689,2015-03-25,2,5,13,27,41,53,41 02 53 05 13 27
1690,2015-03-28,21,24,26,35,45,53,24 45 53 35 26 21
1691,2015-04-01,1,10,24,39,45,58,39 45 58 10 01 24
1692,2015-04-04,11,13,14,27,44,56,44 56 13 14 27 11
1693,2015-04-08,5,15,18,19,21,38,19 18 38 05 21 15
1694,2015-04-11,20,29,34,37,45,57,34 29 20 37 57 45
1695,2015-04-15,24,36,38,43,44,58,36 43 38 24 58 44
1696,2015-04-18,1,12,17,31,37,46,12 01 31 37 17 46
1697,2015-04-22,8,23,30,51,53,58,08 30 23 51 53 58
1698,2015-04-25,11,13,24,28,44,45,24 44 28 13 45 11
1699,2015-04-29,1,6,10,30,33,38,01 10 30 33 38 06
1700,2015-05-02,15,18,41,48,50,58,58 41 48 50 15 18
1701,2015-05-05,3,9,18,32,40,56,09 03 18 40 32 56
1702,2015-05-07,17,19,33,35,39,52,39 52 17 35 19 33
1703,2015-05-09,3,23,26,35,39,49,49 03 35 39 23 26
1704,2015-05-13,1,7,11,32,51,59,11 07 59 51 32 01
1705,2015-05-16,25,27,29,37,50,51,50 37 51 27 29 25
1706,2015-05-20,12,31,34,36,48,56,12 31 34 48 36 56
1707,2015-05-23,7,16,20,27,36,52,36 27 20 07 16 52
1708,2015-05-27,17,29,32,38,45,50,38 50 29 45 17 32
1709,2015-05-30,7,19,30,35,42,47,30 07 47 35 19 42
1710,2015-06-03,7,21,28,56,58,59,59 56 07 28 21 58
1711,2015-06-06,22,26,38,39,45,50,38 22 50 45 26 39
1712,2015-06-10,2,12,19,29,50,59,50 19 59 02 29 12
1713,2015-06-13,3,10,16,23,27,29,03 29 10 16 23 27
1714,2015-06-17,2,8,24,36,51,52,51 02 24 52 36 08
1715,2015-06-20,16,20,35,40,53,60,20 16 35 40 60 53
1716,2015-06-24,2,25,36,41,42,53,25 36 02 53 42 41
1717,2015-06-27,2,9,16,37,44,58,09 58 16 44 02 37
1718,2015-07-01,4,30,31,32,47,53,30 53 04 31 47 32
1719,2015-07-04,1,22,31,34,44,54,44 22 31 54 34 01
1720,2015-07-07,18,23,31,39,49,57,49 39 18 31 57 23
1721,2015-07-09,4,12,19,33,36,38,12 33 04 38 36 19
1722,2015-07-11,9,23,39,41,49,58,41 39 09 49 23 58
1723,2015-07-15,14,27,30,46,52,60,27 60 30 14 46 52
1724,2015-07-18,27,33,37,39,58,60,27 39 37 58 60 33
1725,2015-07-22,16,18,26,30,31,34,26 31 30 18 16 34
1726,2015-07-25,3,10,42,49,54,57,42 54 57 03 49 10
1727,2015-07-29,4,6,19,20,40,41,04 06 41 40 19 20
1728,2015-08-01,3,8,28,39,42,59,28 39 08 59 42 03
1729,2015-08-04,7,14,23,43,44,53,53 14 44 07 23 43
1730,2015-08-06,1,10,17,24,42,51,01 24 10 17 42 51
1731,2015-08-08,5,18,27,43,49,59,59 49 43 05 27 18
1732,2015-08-12,25,34,38,45,53,60,25 60 34 53 45 38
1733,2015-08-15,3,5,9,14,41,46,05 09 41 14 03 46
1734,2015-08-19,12,17,25,29,41,52,52 29 17 41 12 25
1735,2015-08-22,6,16,33,34,45,46,46 16 33 45 34 06
1736,2015-08-26,12,13,24,29,32,41,13 32 12 41 24 29
1737,2015-08-29,5,8,42,50,51,59,59 05 51 42 50 08
1738,2015-09-02,12,28,37,46,48,53,53 46 28 48 37 12
1739,2015-09-05,9,10,17,32,34,46,34 17 09 46 10 32
1740,2015-09-09,10,15,25,38,47,53,38 15 47 25 10 53
1741,2015-09-12,15,18,20,32,48,49,49 18 20 32 15 48
1742,2015-09-16,11,19,21,23,27,52,23 27 21 19 52 11
1743,2015-09-19,4,10,29,31,34,35,34 31 29 04 10 35
1744,2015-09-23,9,12,14,29,42,56,12 09 56 29 14 42
1745,2015-09-26,9,13,18,47,52,60,13 47 60 18 52 09
1746,2015-09-30,6,18,37,40,41,58,37 40 06 58 41 18
1747,2015-10-03,6,33,34,48,53,59,53 34 59 33 48 06
1748,2015-10-07,2,10,13,41,49,53,02 53 13 49 10 41
1749,2015-10-10,3,13,14,29,33,43,33 13 14 03 43 29
1750,2015-10-13,15,17,20,31,41,48,17 41 48 15 20 31
1751,2015-10-15,15,22,23,42,51,57,42 22 51 23 57 15
1752,2015-10-17,9,36,37,53,55,60,36 53 55 37 60 09
1753,2015-10-21,8,15,29,35,45,54,54 08 45 29 35 15
1754,2015-10-24,20,27,30,31,40,53,20 31 40 30 27 53
1755,2015-10-28,2,5,8,18,30,48,48 05 30 18 08 02
1756,2015-10-31,6,13,14,28,35,45,28 13 06 14 45 35
1757,2015-11-04,13,25,28,37,43,56,43 13 28 56 37 25
1758,2015-11-07,6,11,16,23,36,42,06 23 16 11 42 36
1759,2015-11-10,2,14,21,22,51,60,02 14 21 60 22 51
1760,2015-11-13,10,24,25,36,47,48,25 10 24 47 48 36
1761,2015-11-14,9,10,36,50,53,55,53 36 10 09 50 55
1762,2015-11-18,26,32,42,45,55,59,45 59 42 55 32 26
1763,2015-11-21,9,12,15,21,31,36,21 09 15 36 12 31
1764,2015-11-25,6,7,29,39,41,55,06 07 41 39 29 55
1765,2015-11-28,1,6,28,37,56,58,01 28 56 37 06 58
1766,2015-12-02,22,23,41,46,53,60,60 23 22 46 53 41
1767,2015-12-05,16,26,35,39,44,45,44 26 39 35 16 45
1768,2015-12-09,5,7,11,34,35,50,35 11 07 50 34 05
1769,2015-12-12,32,37,44,47,54,60,32 44 54 60 47 37
1770,2015-12-16,11,26,27,30,34,41,34 30 41 11 27 26
1771,2015-12-19,2,20,27,28,32,38,38 02 27 28 32 20
1772,2015-12-22,12,19,27,39,41,45,27 39 19 41 12 45
1773,2015-12-24,15,30,39,41,45,59,45 41 39 30 15 59
1774,2015-12-26,1,12,20,30,52,60,01 52 30 60 20 12
1775,2015-12-31,2,18,31,42,51,56,31 02 51 42 18 56
1776,2016-01-02,10,11,14,19,39,48,39 11 48 14 19 10
1777,2016-01-06,4,19,38,44,52,55,55 04 44 38 19 52
1778,2016-01-09,4,10,38,40,45,48,04 38 48 10 45 40
1779,2016-01-12,12,25,30,39,56,57,25 56 30 12 39 57
1780,2016-01-14,6,20,22,31,33,34,20 06 33 22 31 34
1781,2016-01-16,1,8,22,49,52,53,22 08 52 01 53 49
1782,2016-01-20,6,18,34,47,52,57,34 57 47 18 06 52
1783,2016-01-23,4,6,16,18,21,38,38 16 21 04 18 06
1784,2016-01-27,4,15,26,30,54,55,30 15 54 55 26 04
1785,2016-01-30,5,11,27,41,42,54,27 05 42 54 41 11
1786,2016-02-02,2,6,8,21,25,34,34 08 02 21 25 06
1787,2016-02-04,1,5,13,25,26,29,01 29 13 25 05 26
1788,2016-02-06,3,13,42,45,56,59,42 45 56 13 03 59
1789,2016-02-10,6,25,43,57,58,59,57 59 06 25 43 58
1790,2016-02-13,11,13,26,27,28,50,28 13 11 26 50 27
1791,2016-02-17,12,18,46,50,53,55,55 12 50 18 53 46
1792,2016-02-20,2,16,17,18,41,47,47 41 18 17 02 16
1793,2016-02-24,13,14,22,54,56,58,56 13 22 54 14 58
1794,2016-02-27,1,5,34,37,40,60,01 05 37 60 34 40
1795,2016-03-02,30,42,47,50,55,58,55 50 42 58 47 30
1796,2016-03-05,22,23,34,48,53,54,54 22 48 34 23 53
1797,2016-03-08,2,13,14,35,54,57,02 57 35 13 54 14
1798,2016-03-10,2,9,23,28,45,53,09 28 45 02 23 53
1799,2016-03-12,1,3,4,39,51,53,53 01 03 04 51 39
1800,2016-03-16,6,11,16,19,31,56,31 56 16 06 11 19
1801,2016-03-19,6,19,34,43,45,54,19 45 43 06 54 34
1802,2016-03-23,2,6,13,14,17,44,06 14 02 17 44 13
1803,2016-03-26,4,8,29,38,49,50,04 29 08 49 38 50
1804,2016-03-30,20,21,28,48,50,59,20 50 48 59 28 21
1805,2016-04-02,17,22,27,31,49,57,17 49 27 22 57 31
1806,2016-04-06,11,20,35,42,55,58,11 42 55 58 35 20
1807,2016-04-09,1,15,16,22,25,43,43 15 22 01 16 25
1808,2016-04-13,2,14,20,25,41,45,20 25 45 02 41 14
1809,2016-04-16,9,12,23,24,46,54,23 12 54 46 09 24
1810,2016-04-20,1,10,25,43,50,56,56 10 43 50 01 25
1811,2016-04-23,5,17,32,35,37,57,32 37 05 35 17 57
1812,2016-04-27,20,23,32,34,37,45,45 34 23 20 37 32
1813,2016-04-30,9,11,13,15,19,51,51 09 13 15 19 11
1814,2016-05-03,9,11,27,46,51,53,53 51 27 11 46 09
1815,2016-05-05,8,11,25,39,41,60,60 08 25 39 41 11
1816,2016-05-07,5,10,12,22,28,46,12 10 46 28 22 05
1817,2016-05-11,1,4,26,39,47,55,47 01 26 55 39 04
1818,2016-05-14,2,6,10,15,53,56,10 53 15 02 06 56
1819,2016-05-18,17,18,26,30,33,37,37 26 18 30 33 17
1820,2016-05-21,3,19,23,27,40,45,27 19 23 03 45 40
1821,2016-05-25,19,22,31,36,52,53,53 31 19 52 36 22
1822,2016-05-28,1,22,26,43,50,53,22 53 26 01 43 50
1823,2016-06-01,4,9,21,34,54,59,54 34 59 21 09 04
1824,2016-06-04,5,6,12,19,30,60,19 30 60 12 06 05
1825,2016-06-07,10,11,21,50,51,54,21 54 10 50 51 11
1826,2016-06-09,17,19,32,43,48,51,43 48 32 19 17 51
1827,2016-06-11,26,33,42,43,53,54,43 33 53 26 54 42
1828,2016-06-15,6,11,32,40,48,59,40 32 11 06 59 48
1829,2016-06-18,7,13,24,30,32,53,53 32 30 07 24 13
1830,2016-06-22,3,7,29,37,54,60,29 03 54 07 37 60
1831,2016-06-25,15,27,28,32,48,55,55 15 48 32 28 27
1832,2016-06-29,14,34,46,47,56,57,34 47 57 56 14 46
1833,2016-07-02,2,3,7,16,27,42,02 42 03 27 16 07
1834,2016-07-06,2,17,22,24,48,51,02 22 51 24 48 17
1835,2016-07-09,8,28,36,47,50,58,50 36 08 28 47 58
1836,2016-07-12,8,15,18,45,59,60,59 18 45 60 08 15
1837,2016-07-14,41,44,48,50,54,57,41 48 57 50 44 54
1838,2016-07-16,5,8,24,30,57,59,59 24 30 08 57 05
1839,2016-07-20,7,22,28,32,56,58,28 32 22 56 58 07
1840,2016-07-23,15,17,33,41,47,48,33 41 48 15 17 47
1841,2016-07-27,3,6,13,38,49,51,06 51 13 38 49 03
1842,2016-07-30,16,18,22,24,34,43,18 43 22 24 16 34
1843,2016-08-03,8,26,28,33,41,54,28 26 33 41 08 54
1844,2016-08-06,3,4,37,39,48,50,04 03 37 39 48 50
1845,2016-08-09,3,9,13,29,30,51,09 03 29 13 30 51
1846,2016-08-11,6,24,26,30,34,49,49 26 30 34 24 06
1847,2016-08-13,1,6,45,49,50,57,45 01 57 49 50 06
1848,2016-08-17,9,40,41,50,55,58,58 41 50 40 09 55
1849,2016-08-20,3,5,11,27,35,44,35 27 03 11 44 05
1850,2016-08-24,23,24,32,38,40,41,24 32 23 40 41 38
1851,2016-08-27,8,18,21,22,35,37,35 22 08 37 21 18
1852,2016-08-31,13,17,29,45,49,50,29 13 49 50 45 17
1853,2016-09-03,1,2,34,39,41,45,02 41 39 01 34 45
1854,2016-09-08,25,30,31,34,43,59,59 30 43 31 34 25
1855,2016-09-10,6,10,15,24,38,39,06 38 24 39 15 10
1856,2016-09-14,2,9,14,22,32,37,14 09 02 32 22 37
1857,2016-09-17,13,23,25,35,52,53,53 35 52 25 23 13
1858,2016-09-20,22,28,30,33,55,59,55 30 28 59 33 22
1859,2016-09-22,1,13,14,21,26,51,13 26 01 21 14 51
1860,2016-09-24,10,30,36,40,44,60,10 40 30 44 36 60
1861,2016-09-28,2,4,9,35,45,60,45 09 60 02 35 04
1862,2016-10-01,2,8,35,42,49,56,08 49 35 42 56 02
1863,2016-10-05,16,23,45,56,58,59,23 45 16 58 59 56
1864,2016-10-08,4,5,14,37,40,60,05 04 37 40 60 14
1865,2016-10-13,1,5,31,32,37,42,42 05 32 37 01 31
1866,2016-10-15,14,17,36,38,44,60,14 36 60 38 17 44
1867,2016-10-18,3,10,17,21,22,43,03 43 21 17 22 10
1868,2016-10-20,1,5,23,25,28,31,25 05 31 01 28 23
1869,2016-10-22,11,23,24,26,40,52,11 26 24 52 40 23
1870,2016-10-26,18,20,30,32,33,40,30 40 33 18 20 32
1871,2016-10-29,3,11,17,33,52,58,17 58 33 52 11 03
1872,2016-11-03,11,13,25,39,46,56,39 11 56 46 13 25
1873,2016-11-05,5,25,28,41,53,54,25 05 53 28 41 54
1874,2016-11-08,10,28,37,43,44,47,43 28 10 37 47 44
1875,2016-11-10,1,45,47,52,53,55,53 45 47 01 52 55
1876,2016-11-12,7,18,39,41,44,51,07 18 51 41 44 39
1877,2016-11-16,13,16,23,24,32,35,35 13 32 16 24 23
1878,2016-11-19,12,16,26,40,56,57,56 26 40 16 57 12
1879,2016-11-23,5,10,20,57,58,59,20 58 10 59 57 05
1880,2016-11-26,5,16,19,37,51,56,19 51 56 16 05 37
1881,2016-11-30,3,10,30,44,53,56,30 10 53 44 03 56
1882,2016-12-03,9,10,19,35,37,41,41 35 37 10 19 09
1883,2016-12-07,16,27,28,47,59,60,28 59 16 47 27 60
1884,2016-12-10,1,4,23,32,38,59,38 01 32 04 23 59
1885,2016-12-14,7,14,18,23,32,59,59 07 18 23 32 14
1886,2016-12-17,3,7,15,40,45,54,07 40 54 15 03 45
1887,2016-12-20,11,23,34,41,46,56,23 56 41 46 34 11
1888,2016-12-22,1,10,17,18,45,48,48 01 18 45 17 10
1889,2016-12-24,16,23,25,28,30,44,30 25 23 44 28 16
1890,2016-12-31,5,11,22,24,51,53,05 24 51 22 11 53
1891,2017-01-04,1,3,19,23,47,58,47 01 03 19 23 58
1892,2017-01-07,6,17,22,30,37,50,50 22 06 37 30 17
1893,2017-01-11,16,17,19,28,45,58,17 58 45 19 28 16
1894,2017-01-14,21,31,35,53,54,57,31 35 57 54 21 53
1895,2017-01-18,2,3,5,10,15,34,03 05 02 34 10 15
1896,2017-01-21,3,6,14,15,21,25,25 06 14 21 03 15
1897,2017-01-25,9,22,25,47,52,58,52 09 58 47 22 25
1898,2017-01-28,12,34,45,53,55,58,53 12 58 55 34 45
1899,2017-02-01,20,23,35,36,44,48,48 35 44 23 36 20
1900,2017-02-04,8,11,27,28,43,46,46 11 08 43 28 27
1901,2017-02-08,11,12,26,30,37,53,30 53 26 11 37 12
1902,2017-02-11,2,7,9,18,21,25,25 18 02 21 09 07
1903,2017-02-15,9,10,15,28,43,45,09 43 10 15 45 28
1904,2017-02-18,12,15,18,21,51,56,21 18 56 15 51 12
1905,2017-02-21,29,35,43,54,56,57,43 54 29 57 35 56
1906,2017-02-23,6,27,33,39,40,60,27 40 33 06 39 60
1907,2017-02-25,3,25,35,38,44,48,03 48 44 35 25 38
1908,2017-03-01,4,10,13,23,27,57,10 27 57 13 23 04
1909,2017-03-04,11,40,43,45,47,57,47 43 45 40 57 11
1910,2017-03-08,6,9,15,22,39,48,09 06 39 15 22 48
1911,2017-03-11,16,18,23,30,32,33,32 16 33 23 18 30
1912,2017-03-15,10,13,33,35,36,42,42 10 33 36 13 35
1913,2017-03-18,4,14,17,43,52,56,14 56 52 17 04 43
1914,2017-03-22,16,29,33,39,42,44,39 33 29 16 44 42
1915,2017-03-25,2,20,21,33,48,57,57 21 02 33 20 48
1916,2017-03-29,3,9,18,23,50,52,03 50 18 23 09 52
1917,2017-04-01,4,21,25,33,36,46,04 36 25 21 46 33
1918,2017-04-05,16,17,20,22,38,50,22 17 50 38 20 16
1919,2017-04-08,11,28,37,45,54,60,60 28 54 37 45 11
1920,2017-04-12,25,31,33,39,43,45,39 45 31 25 43 33
1921,2017-04-15,10,15,16,19,28,35,19 10 16 15 28 35
1922,2017-04-19,20,22,36,38,41,43,20 41 22 36 43 38
1923,2017-04-22,9,34,42,45,46,59,46 34 59 45 09 42
1924,2017-04-26,12,16,30,52,53,58,16 52 53 58 30 12
1925,2017-04-29,1,17,38,43,45,47,47 43 38 01 17 45
1926,2017-05-03,2,3,14,20,30,46,46 03 02 30 14 20
1927,2017-05-06,5,11,13,19,30,31,11 05 30 31 13 19
1928,2017-05-09,10,26,28,51,53,59,28 51 59 26 53 10
1929,2017-05-11,3,10,23,36,43,52,10 52 23 36 03 43
1930,2017-05-13,4,17,18,37,52,56,17 56 37 52 18 04
1931,2017-05-17,2,8,9,15,22,34,34 08 02 15 09 22
1932,2017-05-20,10,16,21,29,44,55,55 21 16 44 29 10
1933,2017-05-24,2,14,15,19,35,59,15 19 35 59 14 02
1934,2017-05-27,8,23,35,39,56,59,56 39 35 08 23 59
1935,2017-05-31,1,3,10,17,23,24,24 17 10 01 03 23
1936,2017-06-03,3,12,24,40,51,52,51 40 52 24 12 03
1937,2017-06-07,6,10,24,29,43,55,10 29 24 43 06 55
1938,2017-06-10,10,16,32,40,42,54,10 54 42 16 40 32
1939,2017-06-14,7,24,29,39,45,52,39 29 24 52 07 45
1940,2017-06-17,9,13,16,17,36,47,36 16 09 47 13 17
1941,2017-06-21,1,9,24,38,48,49,38 01 09 48 49 24
1942,2017-06-24,6,18,20,24,43,48,48 20 43 18 06 24
1943,2017-06-28,9,11,12,30,39,43,43 11 39 09 30 12
1944,2017-07-01,8,9,39,47,57,59,08 57 47 39 09 59
1945,2017-07-04,4,8,10,21,45,54,08 54 21 10 45 04
1946,2017-07-06,4,6,39,44,52,60,06 39 04 44 52 60
1947,2017-07-08,8,33,40,52,55,59,52 59 55 40 08 33
1948,2017-07-12,12,20,24,28,33,57,28 33 20 24 57 12
1949,2017-07-15,1,6,14,22,30,56,30 01 14 56 22 06
1950,2017-07-19,10,21,32,34,48,57,32 21 10 48 34 57
1951,2017-07-22,14,16,19,21,33,55,55 14 16 21 33 19
1952,2017-07-26,9,21,36,38,52,53,09 21 53 36 52 38
1953,2017-07-29,9,26,29,42,43,45,45 29 42 09 43 26
1954,2017-08-02,9,25,33,35,40,49,40 09 49 25 35 33
1955,2017-08-05,15,27,33,36,41,45,15 41 45 33 36 27
1956,2017-08-08,5,8,20,28,40,45,20 40 28 05 08 45
1957,2017-08-10,2,14,22,23,29,47,23 47 29 02 14 22
1958,2017-08-12,15,20,22,24,34,55,55 34 22 20 24 15
1959,2017-08-16,8,21,27,35,43,56,56 43 21 08 27 35
1960,2017-08-19,1,18,25,37,39,43,43 39 18 25 37 01
1961,2017-08-23,17,25,26,30,32,50,50 30 25 17 32 26
1962,2017-08-26,5,6,15,25,39,53,39 05 06 53 15 25
1963,2017-08-30,4,5,7,34,42,60,34 60 05 04 07 42
1964,2017-09-02,2,27,32,36,48,50,32 27 48 36 02 50
1965,2017-09-06,26,28,35,38,48,55,28 26 55 38 48 35
1966,2017-09-09,10,13,19,32,40,60,19 10 32 60 13 40
1967,2017-09-13,13,30,32,39,46,54,32 39 13 54 30 46
1968,2017-09-16,35,36,39,44,48,52,35 48 44 39 36 52
1969,2017-09-19,8,20,30,32,48,59,30 59 20 32 08 48
1970,2017-09-21,5,10,18,24,39,52,10 18 24 05 39 52
1971,2017-09-23,4,10,41,44,52,54,54 10 52 41 44 04
1972,2017-09-27,9,16,20,54,57,59,20 09 59 54 16 57
1973,2017-09-30,1,12,16,17,52,60,17 16 60 12 52 01
1974,2017-10-04,4,19,27,38,54,57,19 57 38 54 04 27
1975,2017-10-07,8,11,24,26,47,57,08 24 47 26 11 57
1976,2017-10-11,12,14,19,25,52,59,52 14 19 12 59 25
1977,2017-10-14,3,16,28,32,34,37,28 03 32 34 37 16
1978,2017-10-17,2,6,22,44,55,57,06 02 57 22 55 44
1979,2017-10-19,22,23,29,32,38,45,38 23 45 32 29 22
1980,2017-10-21,12,16,17,18,34,37,18 16 12 34 37 17
1981,2017-10-25,6,15,19,37,39,53,15 06 39 19 37 53
1982,2017-10-28,4,14,20,24,46,50,46 24 20 04 50 14
1983,2017-11-01,5,6,10,14,22,36,14 22 06 05 10 36
1984,2017-11-04,21,29,32,35,43,50,43 32 21 50 35 29
1985,2017-11-07,9,28,29,34,36,55,09 36 29 28 34 55
1986,2017-11-09,23,36,43,44,55,56,55 23 44 43 36 56
1987,2017-11-11,10,14,31,34,45,58,10 58 14 45 31 34
1988,2017-11-16,5,10,39,42,46,54,05 39 10 54 46 42
1989,2017-11-18,15,22,30,32,40,58,40 58 30 32 15 22
1990,2017-11-22,11,24,26,34,37,59,37 26 11 24 59 34
1991,2017-11-25,19,20,28,34,36,44,19 34 44 36 20 28
1992,2017-11-29,5,11,13,21,53,54,21 11 13 53 54 05
1993,2017-12-02,6,17,33,48,50,57,50 57 48 17 06 33
1994,2017-12-06,2,5,12,32,40,44,44 05 32 02 12 40
1995,2017-12-09,14,26,29,35,37,39,14 37 39 26 35 29
1996,2017-12-13,7,20,21,24,40,56,56 21 20 07 40 24
1997,2017-12-16,1,7,14,31,35,46,14 07 35 01 31 46
1998,2017-12-19,8,21,24,25,52,57,57 21 24 52 25 08
1999,2017-12-21,15,37,38,42,49,50,42 38 49 15 50 37
2000,2017-12-31,3,6,10,17,34,37,06 37 34 10 03 17
2001,2018-01-03,20,22,36,42,52,60,22 20 52 60 42 36
2002,2018-01-06,4,28,30,38,46,59,59 46 28 38 04 30
2003,2018-01-10,28,34,40,43,50,51,40 50 43 28 51 34
2004,2018-01-13,1,5,14,23,35,45,45 35 01 23 05 14
2005,2018-01-17,11,19,22,33,34,53,22 19 33 11 53 34
2006,2018-01-20,1,9,14,20,25,54,20 09 01 14 54 25
2007,2018-01-24,4,14,39,41,54,58,41 14 54 04 39 58
2008,2018-01-27,22,27,33,42,58,59,27 22 58 33 59 42
2009,2018-01-31,1,37,44,46,48,50,01 48 50 44 37 46
2010,2018-02-03,8,10,18,34,39,56,18 56 08 34 39 10
2011,2018-02-06,2,28,32,35,54,58,28 35 58 54 02 32
2012,2018-02-08,8,11,27,35,36,51,11 51 36 08 35 27
2013,2018-02-10,6,23,30,36,53,56,06 36 53 30 56 23
2014,2018-02-14,16,32,40,46,53,56,46 32 16 56 40 53
2015,2018-02-17,17,18,27,32,39,58,18 58 32 39 27 17
2016,2018-02-21,4,11,17,18,21,48,11 17 48 18 04 21
2017,2018-02-24,2,10,11,24,38,56,56 10 11 02 38 24
2018,2018-02-28,11,22,25,27,55,59,55 11 27 22 25 59
2019,2018-03-03,23,41,46,52,54,59,41 46 54 59 23 52
2020,2018-03-07,2,36,46,48,57,60,02 46 57 60 48 36
2021,2018-03-10,7,14,32,37,40,60,32 37 40 60 07 14
2022,2018-03-14,4,28,45,48,52,60,28 60 52 45 04 48
2023,2018-03-17,1,6,7,8,23,56,23 56 08 07 01 06
2024,2018-03-21,16,20,23,29,35,47,29 16 20 35 47 23
2025,2018-03-24,4,24,46,52,55,56,52 56 04 24 46 55
2026,2018-03-28,10,23,31,33,51,52,51 33 23 52 31 10
2027,2018-03-31,11,15,29,37,39,44,11 15 39 37 29 44
2028,2018-04-04,7,11,24,36,42,58,07 42 58 36 24 11
2029,2018-04-07,6,15,18,33,37,40,15 37 18 33 40 06
2030,2018-04-11,4,27,38,40,58,59,38 04 58 40 27 59
2031,2018-04-14,18,23,37,39,50,55,23 39 18 55 50 37
2032,2018-04-17,6,14,19,20,39,53,19 39 20 53 14 06
2033,2018-04-20,10,18,33,38,40,43,40 10 18 33 38 43
2034,2018-04-25,6,7,13,17,22,56,07 56 22 13 06 17
2035,2018-04-28,30,35,36,38,49,52,52 35 49 30 38 36
2036,2018-05-02,7,8,19,23,27,58,23 58 08 19 27 07
2037,2018-05-05,14,16,23,30,45,60,60 30 14 45 23 16
2038,2018-05-08,6,25,26,35,38,40,26 35 40 25 06 38
2039,2018-05-10,6,12,22,28,31,44,28 22 06 31 44 12
2040,2018-05-12,6,9,41,54,56,58,56 58 54 06 41 09
2041,2018-05-16,10,12,22,25,42,54,10 12 54 42 22 25
2042,2018-05-19,14,22,29,32,33,35,33 32 22 29 35 14
2043,2018-05-23,21,38,53,56,57,58,53 58 21 38 57 56
2044,2018-05-26,7,14,47,54,56,60,14 07 60 54 47 56
2045,2018-05-30,15,25,27,45,46,50,27 46 15 25 50 45
2046,2018-06-02,3,6,11,27,28,46,27 11 06 28 46 03
2047,2018-06-06,1,18,19,29,44,54,18 19 44 54 01 29
2048,2018-06-09,10,19,26,35,38,39,10 39 38 35 26 19
2049,2018-06-13,10,19,27,31,51,53,19 10 27 31 51 53
2050,2018-06-16,8,31,32,33,38,50,33 50 38 32 08 31
2051,2018-06-20,1,5,6,37,44,53,37 05 44 01 53 06
2052,2018-06-23,50,51,56,57,58,59,57 50 56 51 58 59
2053,2018-06-27,12,22,27,37,40,55,12 27 40 37 22 55
2054,2018-06-30,4,7,12,22,26,39,39 04 07 12 26 22
2055,2018-07-03,6,25,35,43,46,53,53 43 46 25 35 06
2056,2018-07-05,18,22,29,34,36,47,29 47 22 36 34 18
2057,2018-07-07,10,13,20,37,38,54,37 38 20 13 10 54
2058,2018-07-11,4,19,23,29,56,59,19 04 23 29 59 56
2059,2018-07-14,4,5,36,40,44,56,05 04 36 56 40 44
2060,2018-07-18,8,9,11,25,39,41,11 39 41 09 25 08
2061,2018-07-21,33,36,40,44,45,54,33 45 44 40 36 54
2062,2018-07-25,8,10,15,23,25,34,08 15 34 25 10 23
2063,2018-07-28,6,10,19,24,25,29,10 19 29 24 06 25
2064,2018-08-01,10,14,36,53,55,60,55 53 14 10 36 60
2065,2018-08-04,4,11,20,30,37,43,04 11 43 20 30 37
2066,2018-08-08,6,25,27,35,45,55,27 55 35 06 25 45
2067,2018-08-11,2,11,13,26,32,59,59 02 11 32 26 13
2068,2018-08-14,3,5,9,40,42,47,05 47 40 09 42 03
2069,2018-08-16,3,17,34,35,40,48,40 03 48 17 34 35
2070,2018-08-18,5,26,27,34,42,48,05 26 42 27 48 34
2071,2018-08-22,24,33,34,35,46,60,35 46 34 60 24 33
2072,2018-08-25,10,12,13,20,22,54,22 13 10 20 12 54
2073,2018-08-29,12,15,18,30,52,55,55 12 15 30 52 18
2074,2018-09-01,8,18,23,37,42,58,42 08 18 37 58 23
2075,2018-09-05,7,9,23,33,57,59,07 09 23 33 57 59
2076,2018-09-08,5,6,12,15,22,43,06 15 43 05 12 22
2077,2018-09-12,13,16,26,35,37,39,37 13 16 26 39 35
2078,2018-09-15,2,11,15,30,36,39,30 36 02 11 39 15
2079,2018-09-18,1,2,14,37,55,58,55 37 58 14 02 01
